Customer ID,Recency,Frequency,Monetary,NumCancellations,CancelValue,CancelRate,CancelValueRatio,CustomerLifetime,AvgOrderValue,AvgQuantity,PurchaseFrequencyRate,Target
12394,40,1,381.08,0.0,0.0,0.0,0.0,0,190.54,91.0,1.0,1
12395,35,9,3272.26,2.0,17.8,0.2,0.005438003702730611,390,327.226,257.8,0.023017902813299233,1
12396,497,1,931.4300000000001,0.0,0.0,0.0,0.0,0,465.71500000000003,295.5,1.0,0
12399,6,6,1752.68,0.0,0.0,0.0,0.0,461,250.38285714285715,289.0,0.012987012987012988,1
12400,237,1,205.25,0.0,0.0,0.0,0.0,0,102.625,45.5,1.0,0
12401,126,1,84.3,0.0,0.0,0.0,0.0,0,42.15,5.5,1.0,0
12402,146,6,1256.9,1.0,12.75,0.14285714285714285,0.010135940853803958,347,179.55714285714288,83.42857142857143,0.017241379310344827,0
12403,344,1,591.6600000000001,0.0,0.0,0.0,0.0,0,295.83000000000004,82.0,1.0,1
12404,505,1,63.24,0.0,0.0,0.0,0.0,0,31.62,0.5,1.0,0
12406,7,4,4596.31,1.0,183.6,0.2,0.03993639758902488,513,919.2620000000001,478.2,0.007782101167315175,1
12407,58,2,495.96,0.0,0.0,0.0,0.0,28,165.32,139.66666666666666,0.06896551724137931,1
12408,83,5,2289.81,4.0,44.480000000000004,0.6666666666666666,0.01941671286575491,238,381.635,196.0,0.02092050209205021,1
12409,5,5,18553.7,2.0,313.08000000000004,0.3333333333333333,0.01687335284321493,382,3092.2833333333333,1789.0,0.013054830287206266,1
12410,132,3,1013.71,1.0,12.25,0.25,0.012072414778606695,193,253.4275,85.25,0.015463917525773196,0
12411,233,1,346.9,0.0,0.0,0.0,0.0,0,173.45,69.0,1.0,0
12412,225,3,1370.05,2.0,15.9,0.5,0.011596951241749025,137,342.5125,292.0,0.021739130434782608,1
12413,59,3,805.25,2.0,63.95,0.5,0.07931782945736435,166,201.3125,59.5,0.017964071856287425,1
12414,40,6,952.4100000000001,2.0,260.0,0.2857142857142857,0.2727053418781007,246,136.05857142857144,70.71428571428571,0.024291497975708502,0
12415,0,16,93854.55,2.0,593.7,0.11764705882352941,0.00632567812984954,350,5520.855882352941,3611.3529411764707,0.045584045584045586,1
12416,480,1,202.56,0.0,0.0,0.0,0.0,0,101.28,66.0,1.0,0
12417,10,16,5046.58,6.0,88.75,0.35294117647058826,0.017582683186794464,546,296.85764705882355,119.82352941176471,0.029250457038391225,1
12418,237,3,1352.62,1.0,4.25,0.25,0.0031397290229163285,216,338.155,170.25,0.013824884792626729,1
12419,209,2,503.01,0.0,0.0,0.0,0.0,27,167.67,77.0,0.07142857142857142,0
12421,142,3,449.01,1.0,5.0,0.25,0.01111086420301771,186,112.2525,68.0,0.016042780748663103,1
12422,148,15,4666.74,4.0,1112.45,0.25,0.23832732757180136,396,291.67125,146.1875,0.037783375314861464,1
12423,15,8,2214.77,0.0,0.0,0.0,0.0,273,246.08555555555554,160.11111111111111,0.029197080291970802,1
12424,246,2,1579.07,3.0,50.25,1.0,0.03180238850177524,125,526.3566666666667,428.3333333333333,0.015873015873015872,1
12425,271,1,964.21,1.0,60.6,0.5,0.0627842645641881,0,482.105,325.5,1.0,1
12426,17,2,1345.21,1.0,33.8,0.3333333333333333,0.025107524086138117,468,448.40333333333336,194.66666666666666,0.0042643923240938165,0
12427,195,1,303.5,1.0,56.95,0.5,0.18702791461412152,0,151.75,39.5,1.0,1
12428,66,6,6310.54,2.0,74.31,0.2857142857142857,0.011773671718788126,41,901.5057142857142,396.14285714285717,0.14285714285714285,1
12429,50,6,4173.49,1.0,50.4,0.14285714285714285,0.01207333111350129,318,596.2128571428572,283.57142857142856,0.018808777429467086,1
12431,24,19,7103.3,5.0,100.4,0.25,0.01413228608026125,493,355.165,148.4,0.038461538461538464,1
12433,189,5,7205.39,1.0,152.4,0.16666666666666666,0.02114789790727396,110,1200.8983333333333,1007.5,0.04504504504504504,1
12434,83,2,583.54,2.0,40.95,0.6666666666666666,0.07005508605056969,120,194.51333333333332,71.66666666666667,0.01652892561983471,1
12435,91,5,10075.03,0.0,0.0,0.0,0.0,469,1679.1716666666669,630.3333333333334,0.010638297872340425,1
12437,1,30,10208.72,8.0,288.55,0.25806451612903225,0.02826228339268854,559,329.3135483870968,216.80645161290323,0.05357142857142857,1
12439,505,2,1142.88,1.0,53.7,0.3333333333333333,0.04694548379200615,43,380.96000000000004,159.33333333333334,0.045454545454545456,0
12440,285,2,859.2,1.0,91.05,0.3333333333333333,0.10584747733085328,255,286.40000000000003,110.33333333333333,0.0078125,0
12441,190,1,173.55,0.0,0.0,0.0,0.0,0,86.775,60.5,1.0,0
12443,555,1,485.31,0.0,0.0,0.0,0.0,0,242.655,91.0,1.0,0
12445,243,1,301.58000000000004,1.0,8.5,0.5,0.028091744332077465,0,150.79000000000002,72.0,1.0,1
12447,66,1,476.49,0.0,0.0,0.0,0.0,0,238.245,95.0,1.0,0
12449,10,3,1627.53,0.0,0.0,0.0,0.0,251,406.8825,279.75,0.011904761904761904,1
12450,222,3,490.32,2.0,21.25,0.5,0.04325083448668892,75,122.58,78.5,0.039473684210526314,1
12451,41,5,8942.18,1.0,21.35,0.16666666666666666,0.0023872940050407125,311,1490.3633333333335,1148.1666666666667,0.016025641025641024,1
12454,219,4,13151.44,3.0,8858.73,0.6,0.6735427038633135,25,2630.288,1339.4,0.15384615384615385,1
12455,12,7,5376.39,0.0,0.0,0.0,0.0,531,672.04875,355.375,0.013157894736842105,1
12456,78,1,940.1700000000001,0.0,0.0,0.0,0.0,0,470.08500000000004,222.5,1.0,1
12457,57,4,1699.93,3.0,303.05,0.6,0.1781672379227834,201,339.986,129.8,0.019801980198019802,1
12458,108,3,1272.01,0.0,0.0,0.0,0.0,203,318.0025,187.5,0.014705882352941176,1
12459,428,1,454.36,0.0,0.0,0.0,0.0,0,227.18,129.0,1.0,0
12460,279,1,326.65,0.0,0.0,0.0,0.0,0,163.325,85.0,1.0,0
12462,126,1,762.11,1.0,20.8,0.5,0.027256883018175623,0,381.055,143.5,1.0,1
12463,30,2,647.95,2.0,11.4,0.6666666666666666,0.017566838739502273,34,215.98333333333335,119.0,0.05714285714285714,1
12464,23,4,544.85,0.0,0.0,0.0,0.0,108,108.97,10.8,0.03669724770642202,1
12466,505,1,56.73,0.0,0.0,0.0,0.0,0,28.365,0.5,1.0,0
12467,246,1,132.8,1.0,132.8,0.5,0.992526158445441,0,66.4,64.5,1.0,0
12468,10,5,3670.7400000000002,4.0,40.69,0.6666666666666666,0.011081939353004297,495,611.7900000000001,366.8333333333333,0.010080645161290322,0
12469,345,2,3070.54,0.0,0.0,0.0,0.0,14,1023.5133333333333,850.6666666666666,0.13333333333333333,0
12470,513,1,211.95,0.0,0.0,0.0,0.0,0,105.975,47.5,1.0,0
12471,34,62,28491.46,43.0,1573.33,0.6825396825396826,0.05521917026469459,521,452.2453968253968,185.77777777777777,0.11877394636015326,1
12472,2,16,13992.68,15.0,730.85,0.8823529411764706,0.0522271482554982,546,823.0988235294118,520.3529411764706,0.029250457038391225,1
12473,15,1,661.69,2.0,76.46,1.0,0.11537823114880259,0,330.845,266.0,1.0,1
12474,23,21,7767.79,18.0,295.40000000000003,0.8181818181818182,0.03802393937794689,466,353.0813636363636,216.77272727272728,0.044967880085653104,1
12475,233,1,426.26,0.0,0.0,0.0,0.0,0,213.13,118.0,1.0,1
12476,41,17,9712.59,11.0,222.6,0.6111111111111112,0.022916347097211225,283,539.5883333333334,225.05555555555554,0.05985915492957746,1
12477,62,5,11633.6,1.0,4.199999999999999,0.16666666666666666,0.0003609922128822649,383,1938.9333333333334,638.8333333333334,0.013020833333333334,1
12480,90,5,3770.4900000000002,1.0,29.75,0.16666666666666666,0.007888129094867014,240,628.4150000000001,334.5,0.02074688796680498,1
12481,3,13,10690.95,3.0,144.35999999999999,0.21428571428571427,0.013501746641164613,427,763.6392857142857,443.92857142857144,0.030373831775700934,1
12482,399,29,23691.4,3.0,1797.8700000000001,0.1,0.07588382772534652,77,789.7133333333334,901.4,0.3717948717948718,0
12483,6,16,3926.81,6.0,172.86,0.35294117647058826,0.04400925706691516,493,230.98882352941177,98.76470588235294,0.032388663967611336,1
12484,0,8,4103.4400000000005,3.0,56.35,0.3333333333333333,0.013729034898792526,504,455.93777777777785,237.0,0.015841584158415842,1
12485,352,1,708.1,0.0,0.0,0.0,0.0,0,354.05,207.0,1.0,0
12486,254,1,1037.28,0.0,0.0,0.0,0.0,0,518.64,261.5,1.0,0
12487,553,1,285.3,1.0,25.5,0.5,0.08906741180579811,0,142.65,87.0,1.0,0
12489,159,1,334.93,0.0,0.0,0.0,0.0,0,167.465,52.5,1.0,0
12490,38,13,5601.43,1.0,5.0,0.07142857142857142,0.0008924698746793802,523,400.1021428571429,253.85714285714286,0.02480916030534351,1
12492,226,1,452.0,0.0,0.0,0.0,0.0,0,226.0,126.0,1.0,1
12493,20,1,232.5,1.0,16.95,0.5,0.07259100642398286,0,116.25,44.0,1.0,1
12494,19,6,1284.81,6.0,53.650000000000006,0.8571428571428571,0.04172467160778032,379,183.5442857142857,79.57142857142857,0.015789473684210527,1
12495,464,1,357.4,1.0,34.0,0.5,0.09486607142857144,0,178.7,65.0,1.0,0
12496,443,2,45.34,0.0,0.0,0.0,0.0,0,15.113333333333335,10.0,2.0,0
12497,223,2,5205.400000000001,1.0,36.75,0.3333333333333333,0.007058620159803318,244,1735.1333333333334,1483.0,0.00816326530612245,1
12499,383,1,393.72,0.0,0.0,0.0,0.0,0,196.86,151.0,1.0,0
12500,90,12,2907.59,4.0,31.35,0.3076923076923077,0.010778418408919787,406,223.66076923076923,123.61538461538461,0.029484029484029485,1
12501,159,1,2169.39,1.0,79.71000000000001,0.5,0.03672611834739379,0,1084.695,891.5,1.0,0
12502,41,3,1842.65,0.0,0.0,0.0,0.0,91,460.6625,108.5,0.03260869565217391,1
12503,407,1,1126.0,1.0,1126.0,0.5,0.9991126885536823,0,563.0,280.5,1.0,0
12504,240,2,297.0,0.0,0.0,0.0,0.0,179,99.0,122.66666666666667,0.011111111111111112,1
12505,232,1,955.2,2.0,47.2,1.0,0.04936205814683121,0,477.6,162.0,1.0,0
12506,56,1,73.5,0.0,0.0,0.0,0.0,0,36.75,11.5,1.0,0
12507,122,2,985.41,0.0,0.0,0.0,0.0,286,328.46999999999997,193.66666666666666,0.006968641114982578,1
12509,107,1,176.5,0.0,0.0,0.0,0.0,0,88.25,27.5,1.0,0
12510,148,8,4876.5,7.0,1488.69,0.7777777777777778,0.3052157867760123,410,541.8333333333334,221.11111111111111,0.019464720194647202,1
12511,252,1,3084.02,1.0,18.25,0.5,0.005915682880499964,0,1542.01,876.5,1.0,0
12514,90,2,1597.76,0.0,0.0,0.0,0.0,374,532.5866666666667,280.0,0.005333333333333333,0
12515,176,1,383.7,0.0,0.0,0.0,0.0,0,191.85,65.5,1.0,0
12516,3,3,1919.76,0.0,0.0,0.0,0.0,418,479.94,355.5,0.007159904534606206,1
12517,13,1,749.7,0.0,0.0,0.0,0.0,0,374.85,206.5,1.0,1
12519,300,1,385.70000000000005,1.0,31.35,0.5,0.08107059736229635,0,192.85000000000002,106.0,1.0,1
12520,28,3,1697.56,1.0,51.75,0.25,0.030466983798040696,68,424.39,236.25,0.043478260869565216,1
12523,76,16,3062.77,5.0,107.1,0.29411764705882354,0.03495693214568978,479,180.16294117647058,98.17647058823529,0.03333333333333333,1
12524,27,14,9473.77,1.0,34.75,0.06666666666666667,0.0036676352038096964,464,631.5846666666667,373.46666666666664,0.030107526881720432,1
12525,321,3,973.73,5.0,138.54999999999998,1.25,0.1421419264822053,149,243.4325,127.25,0.02,0
12527,118,4,671.72,0.0,0.0,0.0,0.0,234,134.344,102.6,0.01702127659574468,1
12528,99,2,771.66,1.0,6.2,0.3333333333333333,0.008024227991613389,36,257.21999999999997,119.33333333333333,0.05405405405405406,1
12529,351,1,316.48,1.0,4.7,0.5,0.01480408214690689,0,158.24,96.0,1.0,0
12530,57,7,2901.98,2.0,30.75,0.25,0.010592563503709981,408,362.7475,265.875,0.017114914425427872,1
12531,509,1,1807.98,1.0,34.15,0.5,0.018878041769394907,0,903.99,537.0,1.0,1
12533,451,2,1367.89,4.0,217.9,1.3333333333333333,0.15918006560059608,110,455.96333333333337,234.66666666666666,0.018018018018018018,0
12535,9,1,371.45,0.0,0.0,0.0,0.0,0,185.725,57.5,1.0,1
12537,232,1,732.94,0.0,0.0,0.0,0.0,0,366.47,224.5,1.0,0
12538,201,1,276.5,0.0,0.0,0.0,0.0,0,138.25,72.5,1.0,1
12539,85,6,10164.09,1.0,1715.85,0.14285714285714285,0.16879830872131973,454,1452.0128571428572,584.1428571428571,0.013186813186813187,1
12540,9,23,15356.77,2.0,121.69999999999999,0.08333333333333333,0.007924327555367738,545,639.8654166666666,305.9166666666667,0.04212454212454213,1
12541,104,1,312.4,0.0,0.0,0.0,0.0,0,156.2,144.0,1.0,1
12542,307,2,481.88,2.0,58.5,0.6666666666666666,0.12114811133200795,156,160.62666666666667,174.0,0.012738853503184714,0
12543,271,1,980.25,0.0,0.0,0.0,0.0,0,490.125,344.0,1.0,0
12545,82,1,628.15,0.0,0.0,0.0,0.0,0,314.075,173.0,1.0,1
12547,20,3,383.58,0.0,0.0,0.0,0.0,302,95.895,77.25,0.009900990099009901,0
12549,398,6,1575.68,0.0,0.0,0.0,0.0,121,225.09714285714287,195.14285714285714,0.04918032786885246,0
12551,181,1,168.0,0.0,0.0,0.0,0.0,0,84.0,50.0,1.0,0
12553,27,7,2651.09,4.0,56.2,0.5,0.02119083439853097,218,331.38625,167.25,0.0319634703196347,1
12554,271,1,468.5,0.0,0.0,0.0,0.0,0,234.25,120.0,1.0,0
12555,505,1,129.23,0.0,0.0,0.0,0.0,0,64.615,0.5,1.0,0
12557,79,6,10959.800000000001,0.0,0.0,0.0,0.0,466,1565.6857142857145,565.1428571428571,0.01284796573875803,1
12559,134,2,561.71,1.0,25.5,0.3333333333333333,0.045316415204990135,8,187.23666666666668,94.33333333333333,0.2222222222222222,0
12561,125,1,238.85,0.0,0.0,0.0,0.0,0,119.425,88.5,1.0,0
12562,21,3,1630.14,0.0,0.0,0.0,0.0,236,407.535,182.75,0.012658227848101266,1
12563,232,1,249.24,0.0,0.0,0.0,0.0,0,124.62,56.5,1.0,0
12564,84,1,456.90000000000003,0.0,0.0,0.0,0.0,0,228.45000000000002,66.5,1.0,0
12565,112,1,145.92000000000002,1.0,14.75,0.5,0.10039477266539612,0,72.96000000000001,40.0,1.0,0
12567,3,12,8473.3,2.0,316.04,0.15384615384615385,0.03729393578230651,486,651.7923076923076,278.53846153846155,0.024640657084188913,1
12568,468,1,70.0,0.0,0.0,0.0,0.0,0,35.0,24.0,1.0,0
12569,7,6,1306.46,1.0,23.700000000000003,0.14285714285714285,0.01812674957551283,68,186.63714285714286,81.57142857142857,0.08695652173913043,1
12570,505,1,77.52,0.0,0.0,0.0,0.0,0,38.76,0.5,1.0,0
12573,50,5,717.41,0.0,0.0,0.0,0.0,237,119.56833333333333,79.83333333333333,0.02100840336134454,0
12574,139,1,218.45000000000002,0.0,0.0,0.0,0.0,0,109.22500000000001,30.5,1.0,0
12575,280,2,622.82,0.0,0.0,0.0,0.0,69,207.60666666666668,105.0,0.02857142857142857,0
12576,41,5,1248.54,2.0,50.0,0.3333333333333333,0.04001472541895418,308,208.09,140.33333333333334,0.016181229773462782,1
12577,182,6,1186.3899999999999,0.0,0.0,0.0,0.0,376,169.4842857142857,122.28571428571429,0.015915119363395226,1
12578,153,3,3456.6,3.0,70.0,0.75,0.02024525682554373,113,864.15,483.0,0.02631578947368421,1
12580,70,2,1052.9,0.0,0.0,0.0,0.0,329,350.9666666666667,189.66666666666666,0.006060606060606061,0
12582,62,4,1980.4,0.0,0.0,0.0,0.0,338,396.08000000000004,197.0,0.011799410029498525,0
12583,4,18,9712.77,2.0,26.5,0.10526315789473684,0.0027280860057423634,552,511.1984210526316,327.1578947368421,0.0325497287522604,1
12584,8,2,622.74,1.0,9.9,0.3333333333333333,0.01587199794786289,94,207.58,38.333333333333336,0.021052631578947368,1
12585,57,2,2040.1,2.0,57.29,0.6666666666666666,0.028068198520405666,117,680.0333333333333,426.3333333333333,0.01694915254237288,0
12586,198,3,1865.73,1.0,17.0,0.25,0.009106833875279231,348,466.4325,152.0,0.008595988538681949,1
12588,222,3,743.88,1.0,19.8,0.25,0.026581462785952102,198,185.97,96.25,0.01507537688442211,1
12589,244,6,4048.98,3.0,1601.49,0.42857142857142855,0.3954315823781846,267,578.4257142857143,208.28571428571428,0.022388059701492536,1
12590,34,2,9864.26,3.0,10.780000000000001,1.0,0.0010927233544782398,0,3288.0866666666666,1427.6666666666667,2.0,0
12591,140,3,1338.95,0.0,0.0,0.0,0.0,91,334.7375,163.25,0.03260869565217391,0
12592,36,4,2376.86,3.0,1430.04,0.6,0.601397895586788,305,475.372,350.0,0.013071895424836602,1
12593,42,1,236.0,0.0,0.0,0.0,0.0,0,118.0,50.0,1.0,1
12594,7,12,3559.84,2.0,45.599999999999994,0.15384615384615385,0.012805967131351027,462,273.83384615384614,146.92307692307693,0.02591792656587473,1
12595,328,1,299.02,0.0,0.0,0.0,0.0,0,149.51,135.5,1.0,0
12596,65,1,269.95,0.0,0.0,0.0,0.0,0,134.975,78.0,1.0,1
12597,6,2,1428.81,0.0,0.0,0.0,0.0,85,476.27,225.0,0.023255813953488372,1
12598,44,6,2796.75,4.0,119.41999999999999,0.5714285714285714,0.04268429988383522,428,399.5357142857143,232.57142857142858,0.013986013986013986,1
12599,31,9,1728.0,0.0,0.0,0.0,0.0,369,172.8,166.1,0.024324324324324326,1
12600,27,17,3684.34,5.0,88.13,0.2777777777777778,0.023913668752408187,528,204.68555555555557,52.5,0.03213610586011342,1
12601,13,6,681.26,1.0,7.5,0.14285714285714285,0.010992876615952862,214,97.32285714285715,41.42857142857143,0.027906976744186046,0
12604,84,1,178.5,0.0,0.0,0.0,0.0,0,89.25,68.5,1.0,1
12605,199,4,1232.95,1.0,7.5,0.2,0.006078042060051055,81,246.59,185.8,0.04878048780487805,0
12606,505,1,21.0,0.0,0.0,0.0,0.0,0,10.5,0.5,1.0,0
12608,228,1,415.79,0.0,0.0,0.0,0.0,0,207.895,161.5,1.0,0
12609,9,8,3109.7400000000002,1.0,18.0,0.1111111111111111,0.005786404521110732,533,345.5266666666667,158.11111111111111,0.0149812734082397,1
12613,21,9,4935.51,2.0,118.15,0.2,0.023933912825052518,527,493.55100000000004,327.2,0.017045454545454544,1
12614,101,1,315.6,0.0,0.0,0.0,0.0,0,157.8,38.0,1.0,0
12615,237,4,3449.79,3.0,176.1,0.6,0.0510317927199279,217,689.958,388.2,0.01834862385321101,1
12616,120,2,673.4,3.0,55.900000000000006,1.0,0.0828884934756821,91,224.46666666666667,104.0,0.021739130434782608,1
12619,57,3,771.8,0.0,0.0,0.0,0.0,326,192.95,163.0,0.009174311926605505,1
12620,27,1,561.66,0.0,0.0,0.0,0.0,0,280.83,217.0,1.0,1
12621,23,25,17977.35,7.0,130.45,0.2692307692307692,0.007255949517058017,468,691.4365384615384,387.84615384615387,0.053304904051172705,1
12622,55,1,180.1,0.0,0.0,0.0,0.0,0,90.05,34.5,1.0,0
12623,99,7,3747.84,2.0,108.0,0.25,0.02880891155664152,420,468.48,246.5,0.0166270783847981,0
12624,0,1,299.94,0.0,0.0,0.0,0.0,0,149.97,104.0,1.0,1
12625,35,4,5164.88,1.0,69.5,0.2,0.01345366133166082,384,1032.976,661.8,0.01038961038961039,0
12626,139,2,1274.1000000000001,2.0,107.55000000000001,0.6666666666666666,0.08434632577837033,10,424.70000000000005,153.33333333333334,0.18181818181818182,1
12629,209,2,1558.22,0.0,0.0,0.0,0.0,37,519.4066666666666,240.66666666666666,0.05263157894736842,0
12631,279,5,2841.07,1.0,29.3,0.16666666666666666,0.010309387172026023,237,473.5116666666667,228.5,0.02100840336134454,1
12632,344,2,804.88,2.0,66.0,0.6666666666666666,0.08189804933737033,44,268.29333333333335,231.33333333333334,0.044444444444444446,0
12633,20,5,5243.7300000000005,3.0,82.95,0.5,0.015815876127083756,328,873.955,501.1666666666667,0.015197568389057751,1
12634,359,2,490.0,0.0,0.0,0.0,0.0,12,163.33333333333334,112.33333333333333,0.15384615384615385,0
12635,215,2,1241.23,0.0,0.0,0.0,0.0,64,413.74333333333334,259.0,0.03076923076923077,1
12636,562,1,141.0,0.0,0.0,0.0,0.0,0,70.5,0.5,1.0,0
12637,62,8,4668.06,2.0,68.65,0.2222222222222222,0.01470317365808107,304,518.6733333333334,260.6666666666667,0.02622950819672131,1
12638,463,1,249.8,0.0,0.0,0.0,0.0,0,124.9,43.0,1.0,1
12639,61,3,1312.3700000000001,0.0,0.0,0.0,0.0,389,328.09250000000003,157.75,0.007692307692307693,0
12643,6,10,6852.1,2.0,469.52,0.18181818181818182,0.06851206023551384,428,622.9181818181819,355.90909090909093,0.023310023310023312,1
12644,254,3,1440.58,2.0,102.94999999999999,0.5,0.07141469776217761,263,360.145,176.75,0.011363636363636364,1
12645,42,6,2563.02,1.0,20.4,0.14285714285714285,0.007956256191449363,449,366.1457142857143,216.57142857142858,0.013333333333333334,1
12647,23,31,15535.04,9.0,241.56,0.28125,0.015548363675685696,495,485.47,186.625,0.0625,1
12648,261,3,793.95,1.0,15.0,0.25,0.018869111264859423,263,198.4875,89.5,0.011363636363636364,1
12649,35,6,2046.14,2.0,36.150000000000006,0.2857142857142857,0.017658782496556173,483,292.3057142857143,225.28571428571428,0.012396694214876033,1
12651,157,4,377.75,1.0,12.45,0.2,0.03287128712871287,130,75.55,53.0,0.030534351145038167,0
12652,154,2,1017.0300000000001,1.0,5.45,0.3333333333333333,0.0053534768130605185,102,339.01000000000005,178.66666666666666,0.019417475728155338,0
12653,120,2,2730.08,0.0,0.0,0.0,0.0,230,910.0266666666666,349.3333333333333,0.008658008658008658,1
12654,21,3,337.75,0.0,0.0,0.0,0.0,97,84.4375,37.75,0.030612244897959183,1
12655,247,1,261.35,0.0,0.0,0.0,0.0,0,130.675,40.0,1.0,0
12656,26,5,4016.26,2.0,56.85,0.3333333333333333,0.014151436551281222,359,669.3766666666667,301.6666666666667,0.013888888888888888,1
12661,259,1,162.0,0.0,0.0,0.0,0.0,0,81.0,108.0,1.0,0
12662,10,14,4714.84,2.0,38.85,0.13333333333333333,0.008238192983646603,430,314.3226666666667,159.6,0.03248259860788863,1
12663,448,2,239.4,1.0,35.400000000000006,0.3333333333333333,0.14725457570715475,43,79.8,60.333333333333336,0.045454545454545456,0
12664,55,4,2491.74,0.0,0.0,0.0,0.0,494,498.34799999999996,121.8,0.00808080808080808,1
12665,148,3,313.6,2.0,12.149999999999999,0.5,0.03862047043865225,344,78.4,41.25,0.008695652173913044,0
12666,217,1,1248.42,1.0,227.44,0.5,0.18203646491972275,0,624.21,185.0,1.0,0
12668,82,9,10500.35,1.0,34.8,0.1,0.003313859646616863,417,1050.035,474.9,0.0215311004784689,1
12669,72,2,2272.6,1.0,1136.3,0.3333333333333333,0.49978008444757216,7,757.5333333333333,283.0,0.25,1
12670,23,4,1790.63,0.0,0.0,0.0,0.0,466,358.12600000000003,143.6,0.008565310492505354,1
